subject_id,ankle,arm-length,bicep,calf,chest,forearm,height_cm,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist,gender,height,weight,bmi,fit_preference,recommended_size
BTZCXKxodbga0YN6s0TRfWanSSuwHMGUk4lK1XQTDsM,25.276683807373047,51.99272918701172,39.84749603271485,40.11432647705078,117.91956329345705,36.40377426147461,188.0977935791016,107.37639617919922,85.28045654296875,40.52073669433594,72.68477630615234,55.74549865722656,100.3049545288086,17.738880157470703,male,188.0,95.7,27.0767315527388,Loose,XL
BUhmNtrPKv9T-5hUVF14PuEsoSx0VEobiP4M-T7dqow,27.503801345825195,52.16592025756836,36.68581771850586,41.76845932006836,112.90576934814452,30.7183895111084,185.00997924804688,115.254150390625,83.4778060913086,39.08969879150391,70.71232604980469,61.96675491333008,104.12237548828124,19.25638961791992,male,186.0,103.6,29.945658457625154,Loose,XL
BWyBQ-edyHyT2dvptC8hXDEVUelbmFW3KQdWMldEqTo,25.77421188354492,47.357418060302734,36.1264533996582,36.69307327270508,103.13153076171876,29.72093963623047,167.69668579101562,98.25358581542967,74.3316421508789,38.25094223022461,64.15972137451172,55.96045684814453,80.72730255126953,17.843994140625,male,168.5,74.65,26.292386126495785,Loose,M
B_HmsIJRHhy2Nz0cI3egjmWuu1BAEsxE__E_yjjxaXg,23.94568252563477,54.62275314331055,29.317909240722656,41.15482711791992,100.13675689697266,25.43760299682617,182.30142211914065,104.12857055664062,89.45519256591797,34.140159606933594,63.75101089477539,57.95253753662109,91.61695098876952,17.407033920288086,female,180.2,79.2,24.390213857829693,Regular,L
BaRhVKbybxHkz7yGjtb8pPddlUs8O9qoQlvhJ-aVy6w,25.07994842529297,52.68558883666992,34.29007339477539,40.0828971862793,100.5358657836914,30.36417388916016,182.0533142089844,106.20198822021484,84.95289611816406,37.637939453125,68.52124786376953,60.54978561401367,82.72561645507812,17.1589412689209,male,181.0,86.3,26.34229724367388,Loose,L
BbX7lHkhGt2IQ7TA2YEWrwhmHtOA8LMrmID9UrOwlow,24.90529060363769,49.94617462158203,29.598369598388672,37.48942565917969,96.02447509765624,27.092090606689453,178.35830688476562,98.99329376220705,80.27303314208984,36.99066925048828,67.70993041992188,50.671669006347656,89.1274642944336,18.22222900390625,male,176.6,73.3,23.502960795907086,Regular,XXL
Bc22uCvw7uMHbGioIywFoiqXPBu9_05dz9ptmmuPUaU,24.986616134643555,50.87752532958984,34.49088287353516,41.82456588745117,110.35420989990234,28.5648250579834,178.13233947753906,113.16154479980467,77.89896392822266,39.38947296142578,70.20384979248047,61.33477020263672,100.22209167480467,18.279298782348636,male,176.4,92.95,29.871169934338056,Loose,XXL
BcfLjoZiAgGyAvozpMYCkbXsM37U12f0bmXpYN3dp58,23.6669864654541,49.155033111572266,28.6480712890625,36.17374038696289,97.44532775878906,26.927827835083008,166.69253540039062,95.08493041992188,73.98490142822266,36.90752410888672,64.03848266601562,48.95659255981445,86.79288482666016,16.7265682220459,male,164.0,66.8,24.836406900654374,Regular,S
BdFJ6S4lBl4736lPf9jCcvW62dG3MLjVe1wmgozKwfE,20.649208068847656,42.96498489379883,27.120988845825195,33.77018737792969,86.935302734375,23.688365936279297,153.40953063964844,90.78823852539062,68.04486846923828,30.324575424194336,57.026668548583984,47.78143310546875,75.59194946289062,16.113571166992188,female,155.0,51.0,21.227887617065555,Regular,S
BsfJzTZxaGixB_zWMI7Cy7JNn8EAkY0gRBq12NeV33g,22.283470153808597,51.25531768798828,23.43377685546875,33.84944152832031,87.1081314086914,21.46210479736328,171.0528564453125,93.74787139892578,80.64158630371094,31.14584350585937,61.48648834228516,48.549346923828125,74.1814956665039,15.143519401550291,female,171.6,55.45,18.830722502051177,Slim,XL
Bt-NL9ZT5GZxAuA8Xd2pI6oA3ZnjyF5sZ47u3KkkNGE,23.75666046142578,46.74369812011719,30.31295585632324,35.72237777709961,95.11143493652344,26.58986091613769,164.94847106933594,91.84507751464844,72.26949310302734,37.393802642822266,63.70654678344727,51.49211502075195,76.53728485107422,15.395600318908691,male,164.6,61.7,22.773275616428652,Regular,S
BuS-57KVH5PUMufrQLs3EkdD9lLWqtt06DpoL12nlsA,23.254240036010746,46.50278854370117,28.371315002441406,37.0861701965332,93.5320281982422,26.24806404113769,162.0434112548828,99.1222152709961,73.98834228515625,33.823726654052734,58.51167297363281,50.688323974609375,79.25763702392578,16.81114959716797,female,159.5,61.5,24.174290740067413,Regular,XL
BudSKCmehLTLYkcJ3Rqgwlytb6Y9zez4iFh-Qs0uz00,21.264062881469727,43.93262100219727,24.334503173828125,34.280120849609375,86.3637466430664,22.15567970275879,155.5779571533203,94.0890655517578,71.73535919189453,30.9180965423584,55.39527893066406,50.88246536254883,71.86610412597656,14.97253131866455,female,155.5,51.3,21.2156615419609,Regular,S
Bw2PyLbuifFyXit6r_6EbyOjNAHUYU6pi1NpbF5_Xnk,24.53260612487793,50.53493881225586,27.57308006286621,36.39112091064453,103.09366607666016,25.07106590270996,178.16775512695312,99.71554565429688,78.82794189453125,37.52057266235352,70.00613403320312,47.7144660949707,92.43561553955078,16.191858291625977,male,176.5,71.4,22.919692799075513,Regular,XXL
Bwo4aB1FVh_V5rDzT7D64XUtIYW0ZjOAy6k67FYdICY,22.95232391357422,46.92569732666016,34.25624465942383,40.458927154541016,115.18218231201172,26.313371658325195,166.822509765625,108.95348358154295,75.15460968017578,33.21661376953125,61.76081085205078,55.53815460205078,100.68912506103516,17.135957717895508,female,164.4,80.9,29.932631229983247,Loose,XL
BzT7pQ7_8gIZuqadGE7M2TJT_LmR--lXZRnZ6QKQl0k,26.54232215881348,52.531925201416016,40.29985427856445,43.42390441894531,136.21945190429688,30.542543411254883,174.25830078125,127.31317901611328,82.72835540771484,38.4779167175293,64.98002624511719,67.65676879882812,120.63963317871094,18.673301696777344,female,170.5,115.7,39.800139317687325,Loose,XL
C0rmfpGsQBjErdJrkM-Y1_LWHu1K4s0L10e3BfcR66c,20.80704498291016,47.0767822265625,27.66610145568848,32.90958786010742,102.32217407226562,24.655902862548828,165.0498809814453,102.4816665649414,74.43335723876953,33.61227035522461,61.99769592285156,54.15284729003906,89.93296813964844,14.954797744750977,female,165.25,67.5,24.7184273587216,Regular,M
C2_TbTQS8mt1iDuch-2UdIl07Aw7vZ9jqRFmU-5u0Ns,23.43802833557129,46.78017044067383,34.958396911621094,38.853118896484375,106.06746673583984,28.161785125732425,165.82872009277344,110.4988784790039,75.6397933959961,34.968406677246094,62.21718215942383,56.972618103027344,99.33390045166016,16.41946029663086,female,164.3,79.3,29.376365324923714,Loose,XL
C2pXz4i3cHo17Qg0CiDg0JrK1Gex-MV08Vl3C2d6h4k,23.68010902404785,50.574466705322266,30.077293395996094,37.19806671142578,108.57325744628906,26.159576416015625,175.82363891601562,104.69586944580078,77.58000183105469,37.610050201416016,68.85223388671875,54.18563461303711,96.63587951660156,16.39503288269043,male,174.25,79.45,26.166662206752036,Loose,XXL
C3PIc8UwCvz7hHumkLxIlHqNsGb9nT0IJ34SeXGwjew,25.208484649658203,50.41803359985352,29.56664657592773,36.82987976074219,97.53819274902344,25.907005310058597,174.2195587158203,96.4544906616211,80.52915954589844,35.76753234863281,64.59070587158203,47.971771240234375,85.67321014404297,16.248031616210938,male,174.5,69.1,22.69275293306294,Regular,M
C4lhsTVb9LE9gZst01WWtbVCB6yRT6AIZlzghAXpFaQ,21.257020950317383,45.91073226928711,28.573501586914062,36.75422668457031,100.21141052246094,25.05655288696289,156.30650329589844,98.72815704345705,72.1329116821289,33.44694900512695,57.571815490722656,53.33095169067383,84.88188171386719,15.09488010406494,female,155.0,63.5,26.430801248699268,Loose,XL
C99I8XlVDb5hWLa_nVgvdpz3vd9Y715kFCrGD4NZls0,25.50814819335937,50.58864212036133,31.82948875427246,38.474517822265625,106.73050689697266,29.21842765808105,172.39797973632812,105.31554412841795,78.64087677001953,37.08560943603516,66.55670928955078,53.44696807861328,92.69800567626952,16.838768005371094,male,174.5,83.1,27.290416334841254,Loose,XXL
C9u3gdyg9GeVZrIz7xVpD9lKdhg1AKmCuML3iVjJxs8,25.69553565979004,52.51569366455078,25.36684226989746,34.164066314697266,103.74070739746094,25.39623069763184,180.4528045654297,100.21829223632812,83.348388671875,36.82804489135742,68.07254791259766,51.38338470458984,84.47333526611328,16.46091079711914,male,182.0,72.5,21.887453206134523,Regular,XXL
CBrJEu7fU9HXJOmfRDmx9NjLqMjHBnhyyXhyR6aDYNY,25.571260452270508,44.872989654541016,36.99375915527344,44.33799362182617,120.60211181640624,28.169334411621094,160.72589111328125,132.1691436767578,70.04785919189453,36.22536849975586,63.94535827636719,70.2541732788086,112.6649932861328,18.053253173828125,female,158.3,102.7,40.98345936312421,Loose,XL
CBvOOoEpsIew33mjzFH5NNwXsq88i3SjVq5Hwj83vw8,25.71271705627441,54.92923355102539,31.157699584960938,35.793418884277344,105.34912109375,28.837800979614254,184.09022521972656,99.35647583007812,86.79923248291016,37.39835357666016,68.86327362060547,49.76324462890625,86.88056182861328,18.02915382385254,male,186.0,76.0,21.967857555786793,Regular,XXL
CCHsOEZmSYbVoB3ecu47M09hpz0wKo9-Pm2qTUlzAJA,23.043914794921875,45.35092544555664,32.28271484375,41.07062530517578,93.04376220703124,25.315921783447266,159.43223571777344,102.21559143066406,71.10526275634766,33.173866271972656,59.628849029541016,57.5821533203125,84.2005844116211,15.628653526306152,female,157.4,68.7,27.72983471888325,Loose,XL
CHjWSY4mzPg3abl5HB_P8fK2e3duHwHelNvhPIzNz5k,26.49977302551269,51.72549057006836,33.20367813110352,39.105281829833984,113.50574493408205,29.11379051208496,175.148193359375,105.8465347290039,78.51363372802734,38.668678283691406,67.453857421875,52.87256622314453,104.20654296875,18.03986549377441,male,172.5,86.0,28.90149128334383,Loose,XXL
CKFPBwrwz49eS2XGCLmhIdY8uWrUvWIq52WKiNI5Rkc,26.74026107788086,46.70330429077149,34.17626190185547,43.6591796875,118.71939086914062,30.420928955078125,165.44569396972656,110.6869659423828,71.11770629882812,38.61659240722656,66.07266235351562,62.07389068603516,101.5372314453125,18.19069480895996,male,164.0,92.8,34.50327186198692,Loose,S
CM-k2sWlxOSS_H9bXQ268_o8gAVOdk6nsVPBJyWO8rM,23.71234703063965,39.3863525390625,30.72441673278809,38.440914154052734,103.44180297851562,25.18400382995605,151.43182373046875,101.53933715820312,65.6993408203125,31.810962677001957,58.35058975219727,61.06357955932617,86.05240631103516,17.154579162597656,female,149.6,68.1,30.428736881237665,Loose,XS
CMPEl1j2-qA5LzX_y6_NgQ5dlvmYZule7DU0dwawvRE,24.067707061767575,52.89339447021485,30.28840446472168,38.9080924987793,98.66840362548828,26.170732498168945,188.2665557861328,97.06980895996094,86.61524963378906,37.61660003662109,70.00322723388672,52.93520736694336,80.13569641113281,16.37799644470215,male,186.5,76.4,21.965226516398452,Regular,XXL
COBCfW9dpPdtWTJu2CzyQdM7de12tj2ggfL7I-Dy1wU,23.38981056213379,48.81803894042969,27.70771598815918,35.912498474121094,92.0629653930664,24.843669891357425,167.76414489746094,99.09668731689452,80.51847839355469,31.86768341064453,59.12092971801758,52.14060974121094,82.562744140625,15.350421905517578,female,167.2,63.6,22.750165976053662,Regular,M
COXJIiTpnij6N8KobXwfdCeZ5CD68fv3_F0mp3SYlZE,25.271839141845703,51.266876220703125,35.785606384277344,41.138370513916016,116.0210952758789,29.208845138549805,178.5074462890625,113.097900390625,80.75316619873047,38.45876693725586,68.95960235595703,60.937599182128906,101.98411560058594,17.258464813232422,male,179.5,95.75,29.71733614729867,Loose,XXL
CPLbY6ZD-pyFOqduSW9IFPmHCFn5PSATTg3653t9Dbw,23.59200096130371,48.13312911987305,31.048328399658203,39.17117691040039,95.20775604248048,27.368078231811523,169.4734649658203,105.69129943847656,78.0412368774414,34.096290588378906,61.702545166015625,58.53502655029297,85.65216827392578,15.899372100830078,female,169.5,72.6,25.26953298352781,Loose,XL
CPWboWZpCjaj7tkDaM2cpRavIrA3W0grLT6CLyvEo2Q,24.89938735961914,52.40177154541016,36.09428787231445,37.8945426940918,117.40167236328124,30.035297393798828,181.22882080078125,103.84465789794922,84.17511749267578,39.84756088256836,68.66895294189453,55.62569808959961,94.31871795654295,18.78053474426269,male,183.0,88.9,26.54603003971453,Loose,L
CQTWLTURUfrFSLu817NgNE1iiCTWgrsWsRxz4ZU61-k,24.435291290283203,52.79869079589844,27.60009765625,37.00636672973633,96.90419006347656,25.05252265930176,180.3336639404297,101.48500061035156,82.33707427978516,37.45469284057617,67.63719177246094,52.69987106323242,88.63838195800781,17.331039428710938,male,179.0,74.2,23.157829031553323,Regular,XXL
CWZecj-GK2oAetSPilVojUOpcl48oPc6aVuYNJqJ0fI,22.65268898010254,50.44254684448242,29.10408973693848,33.099098205566406,97.78009033203124,26.03235244750977,173.07554626464844,97.81319427490234,80.44279479980469,37.4997673034668,63.50978088378906,52.55275344848633,83.83642578125,15.935551643371582,male,171.0,68.0,23.25501863821347,Regular,M
CWsXWbzlcZWuDV5IIDEaDHbnuu3RkVNWL-b6PfNcTww,25.45565795898437,53.11992645263672,35.68796920776367,40.825714111328125,108.76485443115234,29.199920654296875,184.1286163330078,106.44548797607422,85.52916717529297,36.651649475097656,68.42733764648438,60.249053955078125,96.04051971435548,17.98632049560547,male,184.0,92.5,27.321597353497165,Loose,XXL
CX_I0JMcODvC2LPmlmYRh3etL6j37gcCKKrZfLuTfP8,25.837722778320312,55.69000244140625,27.50516891479492,36.33911895751953,101.1660614013672,25.26522827148437,184.5449066162109,97.81451416015624,84.70973205566406,38.01460266113281,69.41923522949219,52.25302505493164,86.23799133300781,17.07740020751953,male,184.5,73.1,21.47457788941033,Regular,XXL
CZWB0NkblOqNNXBqmUX35LqKjFe5e5JKVsSf6R4ER84,22.842308044433597,49.86415100097656,30.156850814819336,34.41492462158203,93.25616455078124,25.60939216613769,169.4065704345703,90.96075439453124,80.03765869140625,35.15842056274414,61.73493194580078,49.49249649047852,81.22975158691406,15.128591537475586,male,169.0,58.45,20.464969713945592,Regular,S
C_1f3G-Fy_rRM0SHkTaT_pe2C-1nph4BWwNGS3MueH4,23.318012237548828,50.05763244628906,29.659326553344727,35.71331787109375,99.81402587890624,24.643428802490234,174.919921875,104.338134765625,81.56018829345703,33.95187759399414,63.787574768066406,55.97187042236328,87.09044647216797,16.23331069946289,female,173.0,74.15,24.775301546994555,Regular,XL
CeXq-ry7CgdV9VOSUTe1DxFlckss7pOQS1t__UWRib4,26.08220672607422,53.87816619873047,36.35569763183594,41.26491928100586,117.44313049316406,29.58976936340332,187.2158050537109,113.10824584960938,84.42742919921875,39.7378158569336,72.57340240478516,59.55546951293945,111.78648376464844,17.447261810302734,male,185.5,97.7,28.392702755719593,Loose,XL
Ch6e6Z9FIyS6tVflcxYh8mvH-bpXl_wjt47fAAVvo9w,24.712406158447266,50.92155075073242,33.048614501953125,39.03385925292969,111.9989013671875,28.558446884155277,175.3822784423828,107.19456481933594,76.96074676513672,38.483428955078125,69.67317962646484,56.645652770996094,104.92552947998048,16.823379516601562,male,173.0,87.6,29.269270607103476,Loose,XXL
CigWnxFs_t9NJNTzq7PMdcO6162RK6ETpwLtHG31qbE,21.264427185058597,47.99962615966797,25.079853057861328,31.297609329223636,93.9203872680664,22.749290466308597,163.4053955078125,97.27999877929688,75.968505859375,31.91562271118164,58.78229522705078,48.9739990234375,81.12118530273438,14.603466987609863,female,164.5,57.1,21.101061520126386,Regular,S
CkenlGnzhHhAweaBpkT1av5IZItgFBk2k05QPYSLXu8,24.330591201782227,49.646087646484375,29.628759384155277,37.65288925170898,93.19683837890624,25.142803192138672,166.64132690429688,101.1247787475586,79.0309829711914,34.54923248291016,60.13007354736328,57.059024810791016,79.91561126708984,15.844762802124023,female,168.5,68.8,24.2319647086793,Regular,M
CpFafJDl0f2NkI4XPdcEpqtEtAyQlfh06eeNnLelmTw,25.44386482238769,50.62340927124024,31.212820053100582,36.5506706237793,100.18814086914062,27.995512008666992,175.91099548339844,102.1143798828125,80.77439880371094,37.32265472412109,67.22563171386719,54.17745208740234,85.79722595214844,17.372333526611328,male,175.5,76.4,24.80499346596213,Regular,L
Cqf3h3F0sRrl5v9a0RoFogAWJU3E4sH_7JRNxK9IX18,25.253812789916992,52.63780975341797,33.96125411987305,40.5178337097168,109.59524536132812,28.34499931335449,182.76177978515625,116.39260864257812,82.14773559570312,37.67289352416992,71.68599700927734,58.06327819824219,107.17054748535156,18.49854278564453,male,182.0,94.2,28.438594372660305,Loose,XXL
Crb0x2lhEjGXXrx0Vmvx6cTvpQlX4fyn6NlbcU-KvAQ,24.42888069152832,51.23948669433594,32.239891052246094,36.01219177246094,107.92784118652344,28.106143951416016,177.05209350585938,105.07658386230467,80.11492919921875,37.10380172729492,67.41053771972656,52.70381164550781,90.87097930908205,17.083330154418945,male,177.5,79.0,25.074390001983733,Loose,L
Cs-o0pke1roKv1voqw9fRI46nKhiUxqh2Ai_HQPSc0w,22.621938705444336,50.14397811889648,27.495359420776367,34.96652603149414,93.6809310913086,26.21857643127441,173.70968627929688,91.9397201538086,78.5444564819336,34.90006637573242,65.28545379638672,46.03554534912109,78.5647964477539,15.050461769104004,male,172.0,61.0,20.61925365062196,Regular,M
CvOfSHnVlyG0_I8VeK9Rs5VsGk0HaOAHI1evhHuIvTc,25.99935913085937,47.07118988037109,40.58207321166992,43.22879409790039,120.9639129638672,30.49684333801269,163.7820587158203,124.99411010742188,72.4903335571289,35.874122619628906,62.82569885253906,64.96151733398438,124.75477600097656,22.024721145629883,female,164.3,107.7,39.89703083851556,Loose,XL
CzB2IamAjhffe1JtcGkG39D1xx3pTu59KJ2tEPd_fIs,23.240966796875,51.11970138549805,30.082223892211918,35.417320251464844,104.57939910888672,27.27928352355957,178.93670654296875,103.58479309082033,83.56316375732422,36.76960754394531,66.93342590332031,54.158470153808594,90.439453125,17.55293083190918,male,180.0,78.4,24.19753086419753,Regular,L
D-00SIzv7YqJxQbnWSav0Mpc5tNuECWfkjuE5q4BuNM,20.95773696899414,46.47999572753906,25.939233779907227,32.25581359863281,86.33696746826172,23.252784729003903,159.52342224121094,96.38197326660156,76.86384582519531,30.83150863647461,54.45054244995117,50.74001693725586,81.89144897460938,14.683958053588867,female,159.0,53.3,21.08302677900399,Regular,S
D0eXN6wb19lyHGlE8OOTBR6Xn7qPtrQIW_vZqXHps2E,24.2983512878418,53.78162384033203,30.88404655456543,38.51832962036133,107.98341369628906,26.57863044738769,181.6052398681641,107.90713500976562,83.27845001220703,39.012916564941406,69.95185089111328,53.87139892578125,96.5818328857422,16.89917755126953,male,179.5,86.0,26.691288863370087,Loose,L
D4fMm4EBjaPKD_HVNJAVfFWTZnB-r_ZKhWngRfO24MQ,24.60743904113769,47.16799545288086,29.093170166015625,39.044734954833984,97.68353271484376,26.29500961303711,169.85964965820312,99.41525268554688,72.56867980957031,37.09474182128906,68.79849243164062,54.52719497680664,88.66278839111328,16.021209716796875,male,170.0,73.2,25.328719723183394,Loose,M
D4jRWVQxSD5SdIZooMH2pgR7modOEqwPCKG574RVCHw,25.918506622314453,52.27619552612305,37.50810241699219,41.53295135498047,120.36578369140624,31.10591506958008,185.1759796142578,112.8181381225586,83.1654052734375,40.06121826171875,71.09029388427734,65.7059097290039,106.1183853149414,17.860458374023438,male,183.0,108.8,32.48827973364388,Loose,XXL
D55ePLeosuJRzKB60hOV7jV6enij57Je8JupMd5pGUA,21.832365036010746,50.841739654541016,31.740066528320312,35.23043441772461,102.31094360351562,28.341583251953125,175.8170623779297,99.3582992553711,79.6986312866211,37.6129150390625,67.56866455078125,48.813697814941406,96.9313735961914,17.17076873779297,male,175.0,75.5,24.653061224489797,Regular,L
D5MgCWoXZKaws5pwM3efCY4J9t83gTcdmS5xWrTg-y0,24.160768508911133,49.67526626586914,28.3045654296875,38.00528717041016,110.3077621459961,25.667312622070312,172.50975036621094,101.62784576416016,77.35806274414062,38.50833511352539,65.24600219726562,51.42544555664063,99.85203552246094,15.79997730255127,male,171.5,77.7,26.41756411019218,Loose,XXL
D5MxWVqkLBI5d_PXrkDBVQF0KdH11UceoNFdxhby5Lo,23.55740547180176,54.40201950073242,30.56117057800293,38.07891082763672,105.39884948730467,26.736045837402344,182.29635620117188,106.06813049316406,84.66661071777344,37.4102783203125,67.79688262939453,55.469181060791016,93.608154296875,16.294208526611328,male,181.25,83.7,25.478240190249704,Loose,L
D67omAA_zW-xRHauJVrY3pbpnOsfMQVGyw6MXw6BJ00,25.595775604248047,50.29380035400391,33.27942657470703,37.868431091308594,113.21478271484376,30.380952835083008,178.48362731933594,105.71656799316406,80.83160400390625,38.9928092956543,68.2232437133789,54.2354621887207,100.2874984741211,20.03518486022949,male,177.0,87.55,27.94535414472214,Loose,L
D6kXZAh1mfppxOiWxUvsXamValVp-JjjGhTOtF4V6AU,24.77803611755371,48.8736572265625,29.722166061401367,38.39215087890625,99.5140380859375,26.069265365600582,171.78793334960938,106.13069152832033,75.87187194824219,35.865943908691406,65.40484619140625,55.00370788574219,92.75265502929688,15.877532958984377,male,171.5,74.4,25.295582622886723,Loose,M
D9g9ZKidKB3GRGYojp9GbcTQaZ3OgzV8uwYu9Y28OwQ,23.03584289550781,47.85026550292969,30.3271427154541,35.85352325439453,97.63096618652344,26.34702491760254,166.22021484375,93.15283203125,73.73088836669922,35.82905197143555,65.12525939941406,48.56412124633789,81.22826385498047,15.648567199707031,male,166.0,64.25,23.31615619102918,Regular,M
DAidIHQc5eh1Eo_4g2j6WhWGPXqGaWU050M3TAJKsOo,24.418947219848636,45.56751251220703,37.40278244018555,40.93871688842773,110.0550765991211,28.350486755371094,165.22254943847656,113.55227661132812,75.27040100097656,33.345458984375,60.793731689453125,61.35306167602539,100.42740631103516,17.809789657592773,female,161.85,84.8,32.37206805883737,Loose,XL
DCA3Le3s1Oh-UiRWy_kDjoieCC_MvJg_4ndji_I87jc,22.543121337890625,47.703033447265625,28.909910202026367,34.98462677001953,96.38735961914062,23.15211296081543,165.39190673828125,99.25389099121094,76.68511199951172,33.749168395996094,59.17802810668945,55.42955017089844,82.30667114257812,14.596832275390623,female,164.0,64.5,23.98126115407496,Regular,XL
DCmj2JmoHv4tUSv4DJVwagjX6xlF7R_HOPVY_qLDciM,20.81892967224121,45.31929397583008,25.045801162719727,34.243770599365234,90.3059310913086,21.84586524963379,155.6902313232422,94.27452850341795,71.47013854980469,32.15888595581055,55.751712799072266,46.26106262207031,82.00201416015625,14.510528564453123,female,154.1,52.5,22.108232642616,Regular,XS
DDliBRlYFBCyG-UjlAVLiDG4nvRl8nodOUOtLxfu5Us,24.615352630615234,45.67506408691406,38.282135009765625,41.46359252929688,106.60161590576172,29.72575569152832,162.37344360351562,111.0610809326172,71.52738189697266,35.73531723022461,63.09992218017578,59.35364532470703,103.7259750366211,17.78623390197754,female,162.0,82.3,31.359548849260776,Loose,XL
DG2gcnRT9376_LCvGbC18sj3awx9eam97m7hGIXnFZI,24.63508033752441,45.46916961669922,30.53598022460937,39.4277572631836,106.9893035888672,27.58185195922852,160.47402954101562,100.99861907958984,71.89537048339844,36.82241439819336,61.59405899047852,53.57913589477539,94.11803436279295,17.74710464477539,male,158.0,72.9,29.202050953372854,Loose,S
DNDgaE6BmUFno7fz7Lv2jHwHZ7Za8QFpLVa0hgdtcxk,23.399049758911133,47.13336181640625,28.70824813842773,37.80835723876953,92.20427703857422,24.332876205444336,168.00172424316406,102.01951599121094,75.74576568603516,32.534847259521484,62.8347282409668,57.23265075683594,84.03578186035156,14.895272254943848,female,166.5,68.0,24.529033538042544,Regular,M
DO0TBM6hS6eBNP3lGOKT5r44h22ZNNvEsIpMG4PqGnU,24.5244197845459,48.82844161987305,32.641265869140625,37.4017219543457,96.06208038330078,28.425825119018555,174.2932891845703,96.9735336303711,77.20877075195312,37.08560562133789,68.75424194335938,49.32540512084961,85.52925872802734,17.474390029907227,male,175.5,70.2,22.792022792022795,Regular,XXL
DO150kWLqQFZY4oWd07i0jg7BCyn-2CVxybcFrkRJok,25.19415855407715,49.7417221069336,26.209413528442383,38.91069412231445,94.11803436279295,26.18083000183105,170.1524200439453,95.2711944580078,76.27735137939453,36.33436965942383,66.41829681396484,51.87369537353516,78.79129791259766,16.240581512451172,male,174.75,70.45,23.069948690240093,Regular,M
DO8tooWC1qxpc4dwwCTnqTaHt6AOSqh4hsH8PgdFRUk,24.35741233825684,52.22049331665039,28.655000686645508,35.2767448425293,97.43132781982422,26.681785583496094,179.2512664794922,96.59857940673828,82.81444549560547,35.24091339111328,67.19546508789062,50.85683822631836,84.033935546875,17.101165771484375,male,179.6,68.2,21.14324829737948,Regular,XXL
DPwt8F_vquY-OAHRNkzzFSswSXW12LaWFAzqeADFGFo,27.031980514526367,52.29605484008789,32.182830810546875,38.98955535888672,107.32569885253906,29.20523452758789,182.87112426757807,108.10710144042967,84.95635223388672,37.82535171508789,68.20348358154297,59.14609909057617,92.62149047851562,17.122909545898438,male,183.0,89.0,26.575890590940304,Loose,L
DQNsw4euv6SnrLFmtGP7bulvghA0_pMCJ3xGK-s-rwA,23.32590103149414,51.53977584838867,31.028905868530277,37.87375259399414,99.14832305908205,26.84389305114746,173.0921630859375,95.5964584350586,79.62384796142578,36.687870025634766,65.58321380615234,50.70428466796875,83.80513763427734,16.056068420410156,male,173.0,70.3,23.48892378629423,Regular,M
DTjqT-10YClWQzHylJUcdSeas3p3DzwsjLzIP3ixZ8Q,23.449710845947266,47.93829727172852,28.42949485778809,37.25484848022461,89.95193481445312,25.502593994140625,166.39369201660156,101.4143295288086,76.9240951538086,33.35435104370117,59.47968292236328,52.07709503173828,81.41722869873047,15.86127758026123,female,166.0,64.5,23.406880534184936,Regular,M
DYJR9xAeblKG6aQwKXKaxyK5toR1c9ih8lq8cztV52k,24.731569290161133,54.35248947143555,34.75861740112305,36.56449508666992,118.08877563476562,28.78285217285156,182.13011169433597,118.03592681884766,86.12265014648438,39.26717758178711,68.51573944091797,61.5786247253418,111.69342803955078,18.997333526611328,male,180.1,99.4,30.644952939649485,Loose,XXL
Dakw_gp54cuK-Oa6-S5oqbUodfgWsnLoDW-8ur0oX54,22.913612365722656,51.75439453125,29.67745018005371,34.283817291259766,101.67804718017578,26.700103759765625,174.02699279785156,95.36725616455078,80.84383392333984,37.060523986816406,64.54199981689453,50.3998908996582,87.38353729248047,17.214014053344727,male,171.8,69.3,23.479395729121627,Regular,M
DchX-kL5Vq9LfgQfd4f5iRmcJVFniRcRtBPpfv5dEaY,23.96346092224121,48.79655838012695,32.894683837890625,38.71646881103516,109.30267333984376,27.68559837341309,173.55084228515625,112.49857330322266,77.3858871459961,37.25144958496094,68.4463882446289,60.61393737792969,101.6360092163086,17.738779067993164,male,172.0,87.7,29.644402379664687,Loose,XXL
DoCDz-OXvZTOsLd_FeNcKDJ8P3TeHgw0z6dYdBVYiZs,25.58929443359375,55.990867614746094,31.031051635742188,37.26143264770508,101.31237030029295,28.187509536743164,189.8499298095703,102.7650909423828,85.405029296875,39.03143310546875,72.73440551757812,55.65442657470703,84.34078979492188,17.183130264282227,male,189.5,85.15,23.711892843965163,Regular,XXL
Dr6DJHkKjKrCyAcT1MDvaJbSbLoc6D7KwnqkUOxPat8,25.29593276977539,47.64653396606445,32.372982025146484,37.970970153808594,109.81940460205078,27.8889102935791,170.2789764404297,108.03762817382812,74.63870239257812,38.43184661865234,66.86744689941406,53.578887939453125,99.21551513671876,17.462146759033203,male,170.0,81.1,28.062283737024224,Loose,XXL
